ID;MSG;SHARES;LIKES;PROPERTIES;CREATED
431753333699609_593047300903544;YANMAR America broke ground on its new Training and Experience Center on Wednesday, November 16. https://www.yanmar.com/us/news/2016/11/17/20390.html;{"count"=>3};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"10204784002574839", "name"=>"Kasey Thren"}, {"id"=>"633320483457413", "name"=>"Chiemi  Tsujiuchi"}, {"id"=>"737624282927727", "name"=>"Marcelo Marcon"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"10200273212268491", "name"=>"Teramae Kohei"}, {"id"=>"860804977335799", "name"=>"Juliana J\u00FA"}, {"id"=>"10153831413325069", "name"=>"Marc Steiner"}, {"id"=>"10154774474399138", "name"=>"Ugur Basturk"}, {"id"=>"223509444694562", "name"=>"\u5CA9\u4F50\u9686"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"764105826965449", "name"=>"Fumie Hashimoto"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"10204367796668954", "name"=>"Nguyen Thi Tham"}, {"id"=>"438564242991860", "name"=>"Chii Fa"}, {"id"=>"2435034511545", "name"=>"Delaney Young Langston"}, {"id"=>"725291070882245", "name"=>"Chisa Iwanaga"}, {"id"=>"960507003965189", "name"=>"Pablo Delgadillo"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"10204551292876793", "name"=>"Gergely Nagy"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"1026757677353935", "name"=>"XuXu Do"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"10203785691589958", "name"=>"Dayan Wieliam"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"MTAyMDM3ODU2OTE1ODk5NTgZD"}}};;2016-11-24T09:18:40+0000
431753333699609_592005924341015;YANMAR Marine looks back at a very successful METS 2016. From 15 - 17 November 2016 this Marine Equipment Trade Show - THE business-to-business trade show - was held at Amsterdam RAI, the Netherlands. YANMAR Marine showcased the NEW 4JH80 SPP (Steerable Propulsion Pod), making 360° rotation possible for sailing cruisers; the DAME 2016 award nominated 6LY engine series, unfortunately this engine did not win the award, but YANMAR Marine is proud the DAME 2016 award jury nominated the YANMAR 6LY engine series; and the 50hp Dtorque twin-cylinder diesel outboard.The interest in the YANMAR Marine engines and products was BIG, the sales team has been very busy these three days. #METS2016 #YANMAR@yanmarmarineinternational;{"count"=>6};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"1515932738674708", "name"=>"Sv Servizi"}, {"id"=>"144088676016132", "name"=>"Thu Kha"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"10202095827138204", "name"=>"Yoshie Nakagawara Ono"}, {"id"=>"725291070882245", "name"=>"Chisa Iwanaga"}, {"id"=>"125576977930395", "name"=>"Umeda Yoshihisa"}, {"id"=>"704561739659426", "name"=>"Shunsuke Amanuma"}, {"id"=>"458880590945198", "name"=>"Evert-Jan Boot"}, {"id"=>"10204049664232092", "name"=>"Suchada Pratchayathip"}, {"id"=>"764105826965449", "name"=>"Fumie Hashimoto"}, {"id"=>"286752628159358", "name"=>"Oda Shinya"}, {"id"=>"648789478528210", "name"=>"Angelo van der Velden"}, {"id"=>"758665870819002", "name"=>"Son Le"}, {"id"=>"893450100718195", "name"=>"Arjen Barendse"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"10154774474399138", "name"=>"Ugur Basturk"}, {"id"=>"968340196522828", "name"=>"Naoki Maehara"}, {"id"=>"860804977335799", "name"=>"Juliana J\u00FA"}, {"id"=>"872343959470184", "name"=>"Trudy Eikeren Van"}, {"id"=>"10204551292876793", "name"=>"Gergely Nagy"}, {"id"=>"223509444694562", "name"=>"\u5CA9\u4F50\u9686"}, {"id"=>"1481213208761565", "name"=>"Viktor  Slobodyan"}, {"id"=>"722495754440330", "name"=>"Julie Phuong"}, {"id"=>"1526314854298442", "name"=>"Fajar Azzura"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"MTUyNjMxNDg1NDI5ODQ0MgZDZD"}, "next"=>"https://graph.facebook.com/v2.2/431753333699609_592005924341015/likes?access_token=EAACEdEose0cBAAZBHuE2v3R2d9oLhl0um6JUOqQ5l5Y7kQ272kujtQvEdGmHjuFIybTSA7JQ0oN6Jt6bnTQDmk5Vf8kURzesMZAZB8lGmWotfxZC7qUokI98fQDexmqV3gnO1j1ZBCyVcQiW5su052ubj98nvgythxRaSlx9HjkdZBBZAuV8gKj&limit=25&after=MTUyNjMxNDg1NDI5ODQ0MgZDZD"}};;2016-11-23T02:00:00+0000
431753333699609_591850761023198;【The Final Day of the AMERICA’S CUP Fukuoka】The second day of racing kicked-off at 1pm. By day’s end, Oracle Team USA had managed to finish the Fukuoka event in 3rd place, drawing the first AMERICA’S CUP event to be held in Asia to a successful close.The Yanmar booth also saw a lot of visitors. Thanks to everyone who came to say hi!We’re really looking forward to the main event to be held in Bermuda next year!Find out more about the AMERICA’S CUP here. → https://www.yanmar.com/global/about/americas_cup/;{"count"=>1};{"data"=>[{"id"=>"725291070882245", "name"=>"Chisa Iwanaga"}, {"id"=>"1526314854298442", "name"=>"Fajar Azzura"}, {"id"=>"726011907475674", "name"=>"Sandro Magnani"}, {"id"=>"758665870819002", "name"=>"Son Le"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"623165527791903", "name"=>"Uy\u1EC3n Mi"}, {"id"=>"1026757677353935", "name"=>"XuXu Do"}, {"id"=>"616144561842404", "name"=>"Eri Egawa"}, {"id"=>"960507003965189", "name"=>"Pablo Delgadillo"}, {"id"=>"611434689006542", "name"=>"\u798F\u5CF6\u672A\u7D17"}, {"id"=>"1117429428308706", "name"=>"Athaullah Kutharathullah"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}], "paging"=>{"cursors"=>{"before"=>"NzI1MjkxMDcwODgyMjQ1", "after"=>"NzQyODQxNjM1ODI4MzEy"}}};;2016-11-22T02:00:00+0000
431753333699609_590689037806037;The AMERICA'S CUP Fukuoka has begun!Racing began from 1pm today with spectacular crowds gathered on the shoreline near central Fukuoka to catch the action. This picture captures the Oracle Team USA yacht just off the starting line. Click below to find out more!https://www.yanmar.com/global/about/americas_cup/;{"count"=>6};{"data"=>[{"id"=>"10206231644688743", "name"=>"Robert Mortag"}, {"id"=>"674781562692728", "name"=>"M Ohammed Yakou T"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"1758830207775737", "name"=>"Leon Veland"}, {"id"=>"431753333699609", "name"=>"Yanmar Global"}, {"id"=>"431584470327735", "name"=>"Trine Harfaldet"}, {"id"=>"725291070882245", "name"=>"Chisa Iwanaga"}, {"id"=>"758665870819002", "name"=>"Son Le"}, {"id"=>"998799506813192", "name"=>"Obet Gatchalian"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"960507003965189", "name"=>"Pablo Delgadillo"}, {"id"=>"1677347155914603", "name"=>"\u962A\u6771\u5F25\u751F"}, {"id"=>"468972973242189", "name"=>"\u67FF\u82B1\u559C\u7F8E"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}, {"id"=>"893450100718195", "name"=>"Arjen Barendse"}, {"id"=>"730631550377538", "name"=>"Tiago Gatti"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"10153574166667959", "name"=>"Romina Mero"}, {"id"=>"770463456371912", "name"=>"\u1781\u17D2\u1789\u17BB\u17C6\u17A2\u17D2\u1793\u1780\u179F\u17B6\u1784 \u1781\u17D2\u1789\u17BB\u17C6\u17A2\u17D2\u1793\u1780\u1791\u1791\u17BD\u179B"}, {"id"=>"764105826965449", "name"=>"Fumie Hashimoto"}, {"id"=>"10205371268270347", "name"=>"Micha\u0142 Fr\u0105tczak"}, {"id"=>"726011907475674", "name"=>"Sandro Magnani"}, {"id"=>"10204784002574839", "name"=>"Kasey Thren"}], "paging"=>{"cursors"=>{"before"=>"MTAyMDYyMzE2NDQ2ODg3NDMZD", "after"=>"MTAyMDQ3ODQwMDI1NzQ4MzkZD"}, "next"=>"https://graph.facebook.com/v2.2/431753333699609_590689037806037/likes?access_token=EAACEdEose0cBAAZBHuE2v3R2d9oLhl0um6JUOqQ5l5Y7kQ272kujtQvEdGmHjuFIybTSA7JQ0oN6Jt6bnTQDmk5Vf8kURzesMZAZB8lGmWotfxZC7qUokI98fQDexmqV3gnO1j1ZBCyVcQiW5su052ubj98nvgythxRaSlx9HjkdZBBZAuV8gKj&limit=25&after=MTAyMDQ3ODQwMDI1NzQ4MzkZD"}};;2016-11-19T12:44:24+0000
431753333699609_590060241202250;Here is the new commercial of Shinji Kagawa.;{"count"=>35};{"data"=>[{"id"=>"147012318966686", "name"=>"Braulio Mendiola"}, {"id"=>"1616488898640807", "name"=>"Carmen Garcia"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"193921810977302", "name"=>"Kyaw Myo Tun"}, {"id"=>"1027316150614864", "name"=>"Darwin Wilson"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"1263026163720651", "name"=>"Keith Brown"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"10203785691589958", "name"=>"Dayan Wieliam"}, {"id"=>"10204120029708808", "name"=>"Punnawit Sophon"}, {"id"=>"726011907475674", "name"=>"Sandro Magnani"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}, {"id"=>"673268236044474", "name"=>"Tilly Dobbe"}, {"id"=>"1340824342608596", "name"=>"Rodrigo J\u00FAles Marques"}, {"id"=>"623165527791903", "name"=>"Uy\u1EC3n Mi"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}], "paging"=>{"cursors"=>{"before"=>"MTQ3MDEyMzE4OTY2Njg2", "after"=>"MTE2ODI3OTM1NDEzMzUx"}}};[{"name"=>"Length", "text"=>"00:31"}];2016-11-18T12:00:00+0000
431753333699609_590092421199032;It’s a beautiful day for a spot of sailing!Come down and see us at the AMERICA’S CUP World Series, Fukuoka.;{"count"=>1};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"10204049664232092", "name"=>"Suchada Pratchayathip"}, {"id"=>"979891225378070", "name"=>"G\u00FCnter Weckert"}, {"id"=>"10204784002574839", "name"=>"Kasey Thren"}, {"id"=>"431753333699609", "name"=>"Yanmar Global"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"1117429428308706", "name"=>"Athaullah Kutharathullah"}, {"id"=>"758665870819002", "name"=>"Son Le"}, {"id"=>"726011907475674", "name"=>"Sandro Magnani"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"673268236044474", "name"=>"Tilly Dobbe"}, {"id"=>"1481213208761565", "name"=>"Viktor  Slobodyan"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"10203785691589958", "name"=>"Dayan Wieliam"}, {"id"=>"725291070882245", "name"=>"Chisa Iwanaga"}, {"id"=>"10153543656428304", "name"=>"Norawit Somchit"}, {"id"=>"665329860278945", "name"=>"Vid"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"NjY1MzI5ODYwMjc4OTQ1"}}};;2016-11-18T07:00:00+0000
431753333699609_589700217904919;With YANMAR joining as Official Top Marine Partner, the AMERICA'S CUP Fukuoka Event will be held over three days from November 18 to 20. Here we’ll bring you a message from the three crew of Oracle Team USA, proudly supported by YANMAR as Official Technical Partner. Today we bring you from Jimmy Spithill, the skipper (captain).;{"count"=>1};{"data"=>[{"id"=>"828964160492225", "name"=>"Isaac Willian"}, {"id"=>"10203000036073497", "name"=>"Hyo-Kyung Jang"}, {"id"=>"10153831413325069", "name"=>"Marc Steiner"}, {"id"=>"10206278808079918", "name"=>"Marco Bottoni"}, {"id"=>"10152670251470780", "name"=>"Gabriel Santarelli"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"758665870819002", "name"=>"Son Le"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"726011907475674", "name"=>"Sandro Magnani"}, {"id"=>"722495754440330", "name"=>"Julie Phuong"}, {"id"=>"10204049664232092", "name"=>"Suchada Pratchayathip"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"983276295100382", "name"=>"Jun Tomita"}, {"id"=>"798274390236467", "name"=>"Kazuyuki Shibuya"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}], "paging"=>{"cursors"=>{"before"=>"ODI4OTY0MTYwNDkyMjI1", "after"=>"MTcyNDQ2NjA2NDMwOTMw"}}};[{"name"=>"Length", "text"=>"00:18"}];2016-11-17T09:51:24+0000
431753333699609_589201621288112;With YANMAR joining as Official Top Marine Partner, the AMERICA'S CUP Fukuoka Event will be held over three days from November 18 to 20. Here we’ll bring you a message from the three crew of Oracle Team USA, proudly supported by YANMAR as Official Technical Partner. Today we bring you from Tom Slingsby, the team tactician.;{"count"=>1};{"data"=>[{"id"=>"193921810977302", "name"=>"Kyaw Myo Tun"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"431753333699609", "name"=>"Yanmar Global"}, {"id"=>"10204049664232092", "name"=>"Suchada Pratchayathip"}, {"id"=>"722495754440330", "name"=>"Julie Phuong"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"10202938501023464", "name"=>"Viet Hai Nguyen"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"758665870819002", "name"=>"Son Le"}], "paging"=>{"cursors"=>{"before"=>"MTkzOTIxODEwOTc3MzAy", "after"=>"NzU4NjY1ODcwODE5MDAy"}}};[{"name"=>"Length", "text"=>"00:20"}];2016-11-16T11:15:00+0000
431753333699609_589111507963790;The finals for the 2016 Southeast Asia Soccer Championships (the AFF SUZUKI CUP 2016) kick off November 19! This “World Cup” of Southeast Asian football is only held once every two years.This year the championships will be hosted in Myanmar and the Philippines, with 11 ASEAN nations taking part.Yanmar will be supporting the championships as an official sponsor.See here for more details:https://www.yanmar.com/global/news/2016/07/20/16160.html;{"count"=>6};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"10204784002574839", "name"=>"Kasey Thren"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"150240582088301", "name"=>"Cil Jadulco"}, {"id"=>"1340824342608596", "name"=>"Rodrigo J\u00FAles Marques"}, {"id"=>"911400788881283", "name"=>"Douglas Leite"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"10205780252490871", "name"=>"Jon Mineque"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"223509444694562", "name"=>"\u5CA9\u4F50\u9686"}, {"id"=>"983276295100382", "name"=>"Jun Tomita"}, {"id"=>"722495754440330", "name"=>"Julie Phuong"}, {"id"=>"893450100718195", "name"=>"Arjen Barendse"}, {"id"=>"1027316150614864", "name"=>"Darwin Wilson"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"10205267198098822", "name"=>"Ismi M. Edris"}, {"id"=>"1263026163720651", "name"=>"Keith Brown"}, {"id"=>"356336231229491", "name"=>"Peseth Talented Person Pst"}, {"id"=>"552368014893175", "name"=>"Thitiphat Hirunchai"}, {"id"=>"1426492564273257", "name"=>"Ko Win Zaw"}, {"id"=>"159290281112423", "name"=>"\u1799\u1780\u17D2\u179F \u1780\u17BC\u1780\u17B6"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"MTU5MjkwMjgxMTEyNDIz"}, "next"=>"https://graph.facebook.com/v2.2/431753333699609_589111507963790/likes?access_token=EAACEdEose0cBAAZBHuE2v3R2d9oLhl0um6JUOqQ5l5Y7kQ272kujtQvEdGmHjuFIybTSA7JQ0oN6Jt6bnTQDmk5Vf8kURzesMZAZB8lGmWotfxZC7qUokI98fQDexmqV3gnO1j1ZBCyVcQiW5su052ubj98nvgythxRaSlx9HjkdZBBZAuV8gKj&limit=25&after=MTU5MjkwMjgxMTEyNDIz"}};;2016-11-16T04:45:17+0000
431753333699609_588574284684179;With YANMAR joining as Official Top Marine Partner, the AMERICA'S CUP Fukuoka Event will be held over three days from November 18 to 20. Here we’ll bring you a message from the three crew of Oracle Team USA, proudly supported by YANMAR as Official Technical Partner. Today we bring you from Kyle Langford the wing trimmer.;{"count"=>3};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"540266639482206", "name"=>"Makoto Shinmura"}, {"id"=>"911400788881283", "name"=>"Douglas Leite"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"1581501615403118", "name"=>"Masami Kawakami"}, {"id"=>"613684612091561", "name"=>"Isao Kai"}, {"id"=>"514358498765986", "name"=>"Kunimitsu Ashino"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"10204049664232092", "name"=>"Suchada Pratchayathip"}, {"id"=>"10153574166667959", "name"=>"Romina Mero"}, {"id"=>"10204551292876793", "name"=>"Gergely Nagy"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"1481213208761565", "name"=>"Viktor  Slobodyan"}, {"id"=>"10203462809672550", "name"=>"Nutdanai Somjetanakul"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"722495754440330", "name"=>"Julie Phuong"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"NzIyNDk1NzU0NDQwMzMw"}}};[{"name"=>"Length", "text"=>"00:13"}];2016-11-15T10:00:00+0000
431753333699609_588208128054128;【Product Technologies Used in New YT4/5 Series of Tractors which Adopted the Premium Design】The development of the YT4/5 series as a premium design was based on the concepts of improving workability, comfort, and operability, with YANMAR seeing its role as being to suggest new agricultural practices.This article describes the technologies and features used to put these concepts into practice. More details:https://www.yanmar.com/global/technology/technical_review/2016/1027_3.html;{"count"=>4};{"data"=>[{"id"=>"193921810977302", "name"=>"Kyaw Myo Tun"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"778790572175727", "name"=>"Amin Naga"}, {"id"=>"1739603979601119", "name"=>"Friedrich Marx GmbH & Co. KG"}, {"id"=>"540266639482206", "name"=>"Makoto Shinmura"}, {"id"=>"552368014893175", "name"=>"Thitiphat Hirunchai"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"761703677257399", "name"=>"Hideki  Ueda"}, {"id"=>"10205371268270347", "name"=>"Micha\u0142 Fr\u0105tczak"}, {"id"=>"673268236044474", "name"=>"Tilly Dobbe"}, {"id"=>"1546410612271486", "name"=>"Matt Moyer"}, {"id"=>"1832951800253324", "name"=>"\u0627\u0628\u0648 \u0646\u0627\u0635\u0631 \u0644\u0644\u062A\u062C\u0627\u0631\u0647"}, {"id"=>"10202938501023464", "name"=>"Viet Hai Nguyen"}, {"id"=>"10153831413325069", "name"=>"Marc Steiner"}, {"id"=>"1462399467409598", "name"=>"Man Rin"}, {"id"=>"764105826965449", "name"=>"Fumie Hashimoto"}, {"id"=>"613684612091561", "name"=>"Isao Kai"}, {"id"=>"830378437094423", "name"=>"Roberto Yuki Kaminosono"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"860804977335799", "name"=>"Juliana J\u00FA"}, {"id"=>"1526314854298442", "name"=>"Fajar Azzura"}, {"id"=>"1340824342608596", "name"=>"Rodrigo J\u00FAles Marques"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"397942893695093", "name"=>"\u0E2D\u0E49\u0E27\u0E19 \u0E42\u0E2D\u0E17\u0E39"}], "paging"=>{"cursors"=>{"before"=>"MTkzOTIxODEwOTc3MzAy", "after"=>"Mzk3OTQyODkzNjk1MDkz"}, "next"=>"https://graph.facebook.com/v2.2/431753333699609_588208128054128/likes?access_token=EAACEdEose0cBAAZBHuE2v3R2d9oLhl0um6JUOqQ5l5Y7kQ272kujtQvEdGmHjuFIybTSA7JQ0oN6Jt6bnTQDmk5Vf8kURzesMZAZB8lGmWotfxZC7qUokI98fQDexmqV3gnO1j1ZBCyVcQiW5su052ubj98nvgythxRaSlx9HjkdZBBZAuV8gKj&limit=25&after=Mzk3OTQyODkzNjk1MDkz"}};;2016-11-14T08:33:39+0000
431753333699609_586344221573852;YANMAR is using the EIMA exhibition (9 to 13 November 2016) as the Italian launch-pad for a number of exciting new additions to the company’s equipment range.Taking pride of place at the company’s stand (Hall 29bis, Stand A9) is an extensive display of tractors including representative models from the new YT range.Distinguished by their new “premium red” livery and tough-looking body design, the YT tractor range benefits from a number of key design features. High power, common-rail TNV engines strike a balance between the need for high power/high performance and the desire for minimized emissions for the lowest possible environmental impact.;{"count"=>7};{"data"=>[{"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"987913001314019", "name"=>"\u85E4\u672C\u5609\u4FE1"}, {"id"=>"939808036052161", "name"=>"Thelmo Itchad"}, {"id"=>"613684612091561", "name"=>"Isao Kai"}, {"id"=>"552368014893175", "name"=>"Thitiphat Hirunchai"}, {"id"=>"730631550377538", "name"=>"Tiago Gatti"}, {"id"=>"761703677257399", "name"=>"Hideki  Ueda"}, {"id"=>"10153831413325069", "name"=>"Marc Steiner"}, {"id"=>"646992635427085", "name"=>"Sano  Eiichi"}, {"id"=>"10205267198098822", "name"=>"Ismi M. Edris"}, {"id"=>"204500206627077", "name"=>"Ronald Allam Fernando"}, {"id"=>"800327080081613", "name"=>"Julius Lorenzana Vea"}, {"id"=>"1526314854298442", "name"=>"Fajar Azzura"}, {"id"=>"865127883605782", "name"=>"Jayson Balog"}, {"id"=>"397942893695093", "name"=>"\u0E2D\u0E49\u0E27\u0E19 \u0E42\u0E2D\u0E17\u0E39"}, {"id"=>"836025316412091", "name"=>"Paola Oberto"}, {"id"=>"10152087762597568", "name"=>"Kristian Devoy"}, {"id"=>"172446606430930", "name"=>"\u52A0\u85E4\u6EAA\u5C71"}, {"id"=>"819350061449712", "name"=>"Yuuji Tsujimoto"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"601333039973309", "name"=>"Arun Kumar"}, {"id"=>"979891225378070", "name"=>"G\u00FCnter Weckert"}, {"id"=>"982956451765504", "name"=>"Jetty Kling"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"673268236044474", "name"=>"Tilly Dobbe"}], "paging"=>{"cursors"=>{"before"=>"ODc1NzE1MzM5MTQwMTY5", "after"=>"NjczMjY4MjM2MDQ0NDc0"}, "next"=>"https://graph.facebook.com/v2.2/431753333699609_586344221573852/likes?access_token=EAACEdEose0cBAAZBHuE2v3R2d9oLhl0um6JUOqQ5l5Y7kQ272kujtQvEdGmHjuFIybTSA7JQ0oN6Jt6bnTQDmk5Vf8kURzesMZAZB8lGmWotfxZC7qUokI98fQDexmqV3gnO1j1ZBCyVcQiW5su052ubj98nvgythxRaSlx9HjkdZBBZAuV8gKj&limit=25&after=NjczMjY4MjM2MDQ0NDc0"}};;2016-11-10T12:58:50+0000
431753333699609_585259798348961;Fort Lauderdale, Florida, the "Yachting Capital of the World" hosted the 57th Fort Lauderdale International Boat Show from November 3rd to November 7th, 2016. The show exhibits ranged from offerings by yacht builders and designers to exotic cars and brokerage yachts. YANMAR Marine was represented by local distributor/dealers at Stand 1221, Engine Tent.;{"count"=>4};{"data"=>[{"id"=>"431753333699609", "name"=>"Yanmar Global"}, {"id"=>"875715339140169", "name"=>"Kiyohiko Kajitsuka"}, {"id"=>"1426492564273257", "name"=>"Ko Win Zaw"}, {"id"=>"911400788881283", "name"=>"Douglas Leite"}, {"id"=>"1340824342608596", "name"=>"Rodrigo J\u00FAles Marques"}, {"id"=>"737624282927727", "name"=>"Marcelo Marcon"}, {"id"=>"648789478528210", "name"=>"Angelo van der Velden"}, {"id"=>"224277987983612", "name"=>"\u3054\u3068\u3046 \u3068\u3088\u3072\u308D"}, {"id"=>"874349915971156", "name"=>"Md Sharifujjaman Shah"}, {"id"=>"753408901404203", "name"=>"Eddie Lorenzo Mora"}, {"id"=>"552368014893175", "name"=>"Thitiphat Hirunchai"}, {"id"=>"742841635828312", "name"=>"Izumi Tuyen"}, {"id"=>"1219298474798977", "name"=>"Edi Mendes"}, {"id"=>"764105826965449", "name"=>"Fumie Hashimoto"}, {"id"=>"10204784002574839", "name"=>"Kasey Thren"}, {"id"=>"1581501615403118", "name"=>"Masami Kawakami"}, {"id"=>"1509420539335724", "name"=>"\u0110\u1EE9c C\u00E2y"}, {"id"=>"116827935413351", "name"=>"Wael Hikaya"}, {"id"=>"10204551292876793", "name"=>"Gergely Nagy"}, {"id"=>"1547925362161408", "name"=>"Pedro Ferreira"}, {"id"=>"223509444694562", "name"=>"\u5CA9\u4F50\u9686"}, {"id"=>"631668186918260", "name"=>"Suksongkran Meaksan"}, {"id"=>"751751428195584", "name"=>"Alex Ishiwatari"}, {"id"=>"471779216286389", "name"=>"Tamon Otsuka"}, {"id"=>"1517284005150970", "name"=>"Pyi Nyein Aung"}], "paging"=>{"cursors"=>{"before"=>"NDMxNzUzMzMzNjk5NjA5", "after"=>"MTUxNzI4NDAwNTE1MDk3MAZDZD"}}};;2016-11-08T09:11:35+0000
